category,alcohol_100g,brands,brands_tags,carbohydrates_100g,categories,categories_tags,code,countries,countries_tags,energy-kcal_100g,energy-kj_100g,fat_100g,fiber_100g,ingredients_text,no_nutrition_data,nova_group,nutriscore_grade,nutriscore_score,origins,origins_tags,product_name,proteins_100g,quantity,salt_100g,saturated-fat_100g,serving_size,sodium_100g,sugars_100g,fruits-vegetables-nuts_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-a_100g,vitamin-d_100g,iron_100g,calcium_100g,pantothenic-acid_100g,vitamin-pp_100g,potassium_100g,fruits-vegetables-nuts-dried_100g,caffeine_100g,vitamin-b12_100g,vitamin-c_100g
snacks,,Reflets de France,['reflets-de-france'],65.0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés, Galettes bretonnes au beurre","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:shortbread-cookies', 'en:shortbread-cookies-from-brittany']",3245390084453,"France,Italie,Espagne","['en:france', 'en:italy', 'en:spain']",512.0,2145.0,25.0,1.6,"Farine de _blé_, _beurre_ 29%, sucre, _œufs_, sel marin gris, dorure : poudre de _lait_ écrémé.",,3.0,e,24.0,France,['en:france'],Galettes bretonnes,6.0,100 g,0.88,17.0,100g,0.352,30.0,,,,,,,,,,,,,,
snacks,,"Ivoria,Les Créations Ivoria","['ivoria', 'les-creations-ivoria']",21.4,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",3250392411947,France,['en:france'],623.0,,52.5,,"Pâte de cacao, beurre de cacao, sucre, poudre de cacao maigre, vanille Bourbon en gousse",,3.0,e,19.0,,[],Les Créations Ivoria L'Extra Noir chocolat noir 90% la tablette de 100 g,9.7,100g,0.025,32.5,,0.01,9.5,,,,,,,,,,,,,,
snacks,,Biocoop,['biocoop'],7.0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Tablettes de chocolat noir","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'fr:tablettes-de-chocolat-noir']",3760121212481,France,['en:france'],590.0,2478.0,53.0,24.0,Pâte de cacao* 100%,,3.0,d,12.0,République dominicaine,['en:dominican-republic'],Chocolat noir 100% cacao,12.0,90 g,0.01,34.0,100,0.004,0.9,0.0,,,,,,,,,,,,,
snacks,,Mars,['mars'],27.0,"Snacks,Desserts,Sweet snacks,Cocoa and its products,Confectioneries,Frozen foods,Bars,Chocolate candies,Frozen desserts,Ice creams and sorbets,fr:Barres glacées","['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:frozen-foods', 'en:bars', 'en:chocolate-candies', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'fr:barres-glacees']",5000159483063,"Australia,Belgium,France,Germany,Switzerland","['en:australia', 'en:belgium', 'en:france', 'en:germany', 'en:switzerland']",269.0,1124.0,16.0,,"Lait écrémé (20%), creme légère (lait), sucre, sirop de glucose, lait écrémé en poudre, eau, noix de coco (5.5%) (noix de coco séchée, lait de noix de coco en poudre), pâte de cacao, matière grasse de noix de coco, beurre de cacao, matière grasse de palme, lait écrémé concentré sucré, beurre concentré (lait), éclats à la noix de coco (1.8%) (sucre, flocons de noix de coco (25%), amidon de ble, farine de ble, protéine de lait, poudre à lever (e500)), lactose, petit - lait en poudre, émulsifiants (lécithine de soja, e471), arôme naturel, stabilisants (e407, e410, e412), caséinate de sodium (lait), extrait naturel de vanille.
substances ou produits provoquant des allergies ou intolérances : lait, soja",,4.0,d,18.0,,[],Bounty Barres Glacees Ice Cream,3.1,"6 x 39,1gr",0.12,11.0,"39,1g",0.048,23.0,,,,,,,,,,,,,,
snacks,,Doritos,['doritos'],58.1,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips","['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:corn-chips']",5000328741581,"France,United Kingdom","['en:france', 'en:united-kingdom']",498.0,2079.0,25.5,5.6,"Corn (Maize), Vegetable Oils (Corn, Sunflower, Rapeseed, in varying proportions), Cool Original Flavour (Flavourings (contains _Milk_), Salt, Glucose Syrup, Sugar, Potassium Chloride, Cheese Powder (from _Milk_), Flavour Enhancers (Monosodium glutamate, Disodium 5'-ribonucleotides), Acidity Regulators (Malic acid, Sodium acetates, Citric acid), Colour (Annatto), _Milk_ Protein, Spice).",,4.0,c,10.0,,[],Cool Original,5.9,180g,1.45669291338583,3.5,30g,0.582677165354332,2.7,,,,,,,,,,,,,,
snacks,,Jordans,['jordans'],77.0,"Snacks, Sweet snacks, Bars, Cereal bars, Fruits cereal bars","['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars', 'en:fruits-cereal-bars']",5010477323118,France,['en:france'],398.0,,6.7,3.8,"British Wholegrain OAT Flakes (33%), Fruit Pieces (Strawberry and Blueberry Infused Diced Cranberries (20%) (Sugar, Cranberries (6%), Blueberry Juice (0.5%), Grape Juice Concentrate, Natural Flavouring), Raisins (5%), Strawberry and Raspberry Flakes (0.5%) (Cornflour, Raspberry Puree, Strawberry Puree, Emulsifier: Sunflower Lecithin)), Glucose Syrup, Wholegrain OAT Flour, Sugar, Honey, Vegetable Oils (Rapeseed Oil, Palm Oil), Rice Flour, Chopped ALMONDS, Natural Flavouring.",,4.0,b,2.0,,[],Frusli Juicy Red Berries Chewy Cereals Bars 6 x (180g),5.5,,0.03,0.9,,0.012,28.9,,,,,,,,,,,,,,
snacks,,Lotus,['lotus'],72.6,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Spéculoos","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:speculoos']",5410126816068,"France,Espagne,Suisse","['en:france', 'en:spain', 'en:switzerland']",484.0,2032.0,19.0,1.3,"Farine de blé, sucre, huiles végétales (huile de palme issue de plantations durables et certifiées, huile de colza), sirop de sucre candi, poudre à lever (carbonate acide de sodium), farine de soja, sel, cannelle,",,3.0,e,24.0,es:PrimaPrix,['es:primaprix'],Spéculoos,4.9,,0.92,8.0,,0.368,38.1,,,,,,,,,,,,,,
snacks,,Nestle,['nestle'],69.7,"Gustări, Gustări dulci, Batoane, en:Cereal bars, Batoane de cereale cu ciocolată","['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars', 'en:chocolate-cereal-bars']",5900020025678,"România,en:romania",['en:romania'],,,7.7,5.5,"Grâu integral (20,2%), ciocolată cu lapte (16%) [zahăr, lapte praf degresat, unt de cacao, masă de cacao, gràsime din lapte, emulgatori , (lecitină din soia, poliricinoleat de poliglicerină), aromă naturală), orez (14,8%), sirop de glucază, fulgi de ovăz integral (11,2%), zahăr, sirop de zahăr invertit, extract de malt din orz, fäină integrală de grâu d(4,4%), agenit de umezire (glicerol), substantă minerală (carbonat de calciu), ulei de floarea-soarelui, , extract de malt din orz (orz, malț de orz), sare, gris de porumb (0,2%), făină de orez (0,2%), emulgator s (lecitină din floarea-soarelui), cacao pudră cu conținut redus de grăsime, cacao pudră, aroma naturală, melasă din trestie de zahăr, substanță minerală (fier), antioxidant (extract bogat in tocoferoll, vitamine t (B3, B5, 82, B6, B9), Poate conține varietăți de nuci, 1 pachet , 1 portie,",,4.0,unknown,,,,Fitness Breakfast Cereal Bar,6.7,22.5 g,0.61,,22g,0.244,24.5,,,,,,,0.00115,5.17e-06,0.000163,,,,,
snacks,,Ricola,['ricola'],97.0,"Snacks, Snacks sucrés, Confiseries, Bonbons","['en:snacks', 'en:sweet-snacks', 'en:confectioneries', 'en:candies']",7610700612477,France,['en:france'],240.0,,0.5,0.0,"Isomalt, extrait (2,1 %) de réglisse, sorbitol, extrait (0,5 %) du mélange de 13 plantes Ricola, graisse végétale hydrogénée (coco), chlorure d'ammonium, colorant (caramel ordinaire), édulcorant (glycosides de stéviol), arôme naturel d'anis étoilé, émulsifiant (lécithines (_soja_)), menthol, arôme naturel de menthes,",,4.0,b,2.0,,[],Ricola réglisse,0.0,50 g,0.04,0.4,,0.016,0.0,,,,,,,,,,,,,,
snacks,,Milka,['milka'],58.0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Biscuits au chocolat, Gâteaux au chocolat, en:Десерт","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:cakes', 'en:chocolate-biscuits', 'en:chocolate-cakes', 'en:десерт']",7622210413147,"Bugarska,Hrvatska,Francuska,Italija","['en:bulgaria', 'en:croatia', 'en:france', 'en:italy']",454.0,1906.0,22.0,1.7,"Demag 47,1 471,4 4/4s, tertinggi op paces kakavinu ar (24%), statyti plakatado (75) 101 Ta (47) 4 Mag e 150 g Przechowywać w suchym miejscu, Chronic przed ciepłem. Najlepiej spotyć przed Minőségét megórii (nap/hónap/év)/Szárar üvös helyen tartandó!/Has goopp Mаpтидеn номер: L/Geriausias ik üreti kairiau/ leteicams lidz: skatit kreisajā puse/ Parim enne: vaadake vasakult küljelt Atstovas/Partavis GD Esindaja Nem. inf. tel. 8 800 2311/ Sudedamosios dalok malas, Sed kakaval (1, pless mata, tras tantan as dienas, alas, reply vid by Kolben A Kaak contention 10th an www.yo 1/5 Mondelez 2 PP www. rem Cygant the pro 7 622210 413147 &gt;",null,,e,22.0,,[],,6.1,150 g,0.5,8.8,25g,0.2,40.0,,,,,,,,,,,,,,
snacks,,"Milka,Mondelez","['milka', 'mondelez']",51.0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Snacks, Légumineuses, Snacks sucrés, Cacao et dérivés, Confiseries, Fruits à coques et dérivés, Confiseries chocolatées, Fruits à coques, Bonbons de chocolat, Chocolats, Chocolats au lait, Fruits à coques enrobés de chocolat, Chocolats fourrés, Cacahuètes, Chocolats au caramel, Cacahuètes au chocolat, Cacahuètes enrobées d'un biscuit pour apéritif, Chocolats au lait fourrés, Chocolats au lait au caramel, Chocolats au riz, Chocolats au lait au riz","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:snacks', 'en:legumes', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:nuts-and-their-products', 'en:chocolate-candies', 'en:nuts', 'en:bonbons', 'en:chocolates', 'en:milk-chocolates', 'en:chocolate-covered-nuts', 'en:filled-chocolates', 'en:peanuts', 'en:caramel-chocolates', 'en:chocolate-covered-peanuts', 'en:coated-peanuts', 'en:filled-milk-chocolates', 'en:milk-chocolate-with-caramel', 'en:rice-chocolates', 'en:rice-milk-chocolates']",7622210604187,"Belgique,France","['en:belgium', 'en:france']",546.0,2277.0,33.0,2.3,"Sucre, ARACHIDES, beurre de cacao, huile de palme, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), pâte de cacao, sirop de glucose, pâte d'ARACHIDE 3%, BEURRE concentré, sirop de glucose-fructose, éclats d'ARACHIDES, émulsifiants (lécithines de SOJA, E476, E471), farine de riz, pâte de NOISETTE, arômes, sel, correcteur d'acidité (E500).",,4.0,e,25.0,Non indiqué,['en:unspecified'],Milka - MMMAX - Cacahuète & Caramel,9.1,276 g,0.29,16.0,"34,5 g",0.116,47.0,,,,,,,,,,,,,,
snacks,,Royal,['royal'],72.0,"Snacks, Sweet snacks, Confectioneries, Caramels, Liquid caramel","['en:snacks', 'en:sweet-snacks', 'en:confectioneries', 'en:caramels', 'en:liquid-caramel']",7622300383947,"Frankreich, Marokko, Spanien, Germany","['en:france', 'en:germany', 'en:morocco', 'en:spain']",290.0,,0.0,0.0,"glucose syrup, sugar, water, preservative (e202)",,4.0,d,12.0,,[],,0.0,400g,0.0,0.0,20.4g,0.0,40.5,,,,,,,,,,,,,,
snacks,,"Schär, Schär","['schar', 'schar']",48.0,"Snacks, Sweet snacks, Viennoiseries, Vienna bread","['en:snacks', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:viennoiseries', 'en:vienna-bread']",8008698006511,"Frankreich, Italien, Germany","['en:france', 'en:germany', 'en:italy']",262.0,1106.0,5.5,4.2,"water, corn starch, rice flour, sugar, eggs, vegetable margarine (vegetable fats and oils (palm, palm kernel, coconut, rapeseed in varying proportions), water, salt, emulsifier: mono - and fatty acid diglycerides, flavor], glucose syrup, milk powder, vegetable fibers ( psyllium), thickeners: hydroxypropylmethylcellulose, guar gum, emulsifier: mono - and diglycerides of fatty acids, yeast, acidifier: tartaric acid, salt, natural vanilla flavor",,4.0,c,4.0,,[],,3.0,370g,0.58,3.0,31 g,0.232,9.3,,,,,,,,,,,,,,
snacks,,Hacendado,['hacendado'],65.0,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits']",8480000141613,España,['en:spain'],486.0,,22.0,3.0,"wheat flour (gluten), chocolate drops (24%) (sugar, cocoa paste, cocoa butter, emulsifier: soy lecithin), sugar, refined high oleic sunflower oil (13%), glucose syrup, raising agents (sodium acid carbonate, ammonium acid carbonate), salt, whey powder, flavouring, emulsifier (sunflower lecithin),",,4.0,e,20.0,,[],Mini Cookies. Galletas Con Chocolate.,5.4,4 x 40 g,0.4,12.0,,0.16,31.0,,,,,,,,,,,,,,
snacks,,lidl,['lidl'],66.3,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:shortbread-cookies']",20086862,France,['en:france'],383.0,,10.1,4.2,"32% Figs, Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Palm Oil, Glucose Synup, Partially Inverted Sugar Syrup, Whey Powder (Milk), Salt, Raising Agents: Sodium Carbonates, Ammonium Carbonates; Acidity Regulator: Citric Acid.
Allergy Advice For allergens, including Cereals containing Gluten, see ingredients in bold.
May also contain Soya.",,4.0,d,13.0,,[],Fig Rolls,4.7,200g,0.33,4.5,,0.132,39.2,,,,,,,,,,,,,,
snacks,,Alte Excellenz,['alte-excellenz'],58.7,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bonbons']",20005962,España,['en:spain'],454.0,,18.4,,,,,e,25.0,,[],Chocolate licor,2.7,250 grammes,0.03,11.6,,0.012,49.8,,,,,,,,,,,,,,
snacks,,Ryvita,['ryvita'],70.2,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Extruded crispbreads, en:breads","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:breads', 'en:extruded-crispbreads']",5050974000655,United Kingdom,['en:united-kingdom'],380.0,1606.0,3.6,8.5,"Wholegrain WHEAT Flour, Sugar, Skimmed MILK Powder, Rapeseed Oil, Salt",,3.0,a,-4.0,,[],Ryvita Wholegrain Crackerbread,12.5,125 g,0.58,0.6,5g,0.232,4.1,,,,,,0.0023,,,,,,,,
snacks,,Crosta & Mollica,['crosta-mollica'],66.5,"Snacks, Salty snacks, Sweet snacks, Appetizers, Biscuits and cakes, Biscuits, Crackers","['en:snacks', 'en:salty-snacks', 'en:sweet-snacks', 'en:appetizers', 'en:biscuits-and-cakes', 'en:biscuits', 'en:crackers']",5060198642289,United Kingdom,['en:united-kingdom'],483.0,,19.0,,"_Wheat_ Flour, White Wine, Olive Oil, Extra Virgin Olive Oil (8%), Fennel Seeds (1%), Salt",,3.0,d,12.0,,[],Fennel Seed Tarallini,8.0,170g,1.1,2.65,,0.44,1.35,,,,,,,,,,,,,,
snacks,,nākd,['nākd'],50.3,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Sweet snacks,Fruits based foods,Nuts and their products,Bars,Fruits,Nut bars,Cashew nut bars,Dates","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:fruits-based-foods', 'en:nuts-and-their-products', 'en:bars', 'en:fruits', 'en:nut-bars', 'en:cashew-nut-bars', 'en:dates']",5060088703885,United Kingdom,['en:united-kingdom'],394.0,1651.0,17.0,4.9,"Dates 49%, _Cashews_ 35%, Raisins 16%, Natural Flavouring",,4.0,c,3.0,,[],Raw Fruit & Nut Bars - Bakewell Tart,7.5,4 x 35g,0.02,3.3,,0.008,45.6,,,,,,,,,,,,,,
snacks,,Snack day,['snack-day'],53.0,"Закуски, Солени закуски, Пуканки, Солени пуканки","['en:snacks', 'en:salty-snacks', 'en:popcorn', 'en:salted-popcorn']",20948931,"България,Румъния","['en:bulgaria', 'en:romania']",463.0,1939.0,24.0,0.0,"75% царевица , палмово масло, 2,8% трапезна сол, ароматизант.",,4.0,e,25.0,,[],Пуканки с вкус на масло,8.3,300 g,2.8,12.1,,1.12,0.0,,,,,,,,,,,,,,
snacks,,"lotto,Best foods","['lotto', 'best-foods']",,"Gustări, Gustări sărate","['en:snacks', 'en:salty-snacks']",3800024310041,"Spain,Bulgaria","['en:bulgaria', 'en:spain']",,,,,wanz FOODS Faste LOTTO Classic R Snack cu branzeturi selectate maturate SUGESTIE DE PREZENTARE Внушение на Презентация uggestion of Presentation selected matured cheese,,,unknown,,,[],,,35 g,,,,,,,,,,,,,,,,,,,
snacks,,Snacks of the world,['snacks-of-the-world'],11.2,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Snacks,Légumineuses,Fruits à coques et dérivés,Fruits à coques,Fruits à coque grillés,Cacahuètes,Cacahuètes grillées","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:snacks', 'en:legumes', 'en:nuts-and-their-products', 'en:nuts', 'en:roasted-nuts', 'en:peanuts', 'en:roasted-peanuts']",8711299020427,France,['en:france'],623.0,2579.0,51.3,8.67,"96 % cacahuète, huile de tournesol, Peut contenir des fruits à coque,",,3.0,b,0.0,,[],Kingsize Peanuts Unsalted,24.9,375 g,0.0,8.0,100g,0.0,5.5,,,,,,,,,,,,,,
snacks,,Proper,['proper'],62.4,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Salt and vinegar crisps","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:salt-and-vinegar-crisps']",5060283762427,United Kingdom,['en:united-kingdom'],464.0,1947.0,19.4,0.7,"Lentil Flour 28%, Potato Starch, Vegetable Oils (Sunflower Oil, Rapeseed Oil, Coconut Oil), Corn Flour, Natural Flavourings, Rice Flour, Salt, Sugar, Apple Cider Vinegar, Spirit Vinegar",,4.0,d,17.0,,[],Salt & Vinegar Lentil Chips,9.5,85 g,2.83,2.9,20 g,1.132,2.1,,,,,,,,,,,,,,
snacks,,Belvita,['belvita'],62.0,"Beverages, Artificially sweetened beverages, en:biscuits","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:artificially-sweetened-beverages', 'en:biscuits']",7622210770226,en:France,['en:france'],408.0,,15.0,,,,,e,23.0,,,бисквитка,5.3,50 g,0.59,2.0,,0.236,22.0,,,,,,,,,,,,,,
snacks,,"Reflets de France, Carrefour","['reflets-de-france', 'carrefour']",52.0,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tressées, Brioches pur beurre, Brioches Vendéennes","['en:snacks', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tressees', 'en:pure-butter-brioche', 'fr:brioches-vendeennes']",3560071266806,France,['en:france'],366.0,1537.0,14.0,1.8,"Farine de _blé_* 45%, _oeufs_frais* 15%, sucre*, _beurre_ concentré* 11% (soit 13% en _beurre_ reconstitué), levain* (farine de _blé_* 2%, eau, sel marin gris*, gluten de _blé_*), sirop de sucre inverti, rhum*, arôme naturel de vanille (contient _blé_), levure*, sel marin gris*, arôme naturel de fleurs d'oranger, gluten de _blé_*.
* Ingrédients d'origine France.",,4.0,d,18.0,France,['en:france'],Brioche vendéenne tranchée IGP,7.5,450 g,1.1,9.3,,0.44,13.0,,,,,,,,,,,,,,
snacks,,null,['null'],79.0,"Snacks, Sweet snacks, Specific products, Biscuits and cakes, Products for specific diets, Biscuits, Products without gluten, Petit-Beurre, Gluten-free biscuits","['en:snacks', 'en:sweet-snacks', 'en:specific-products', 'en:biscuits-and-cakes', 'en:products-for-specific-diets', 'en:biscuits', 'en:products-without-gluten', 'en:petit-beurre', 'en:gluten-free-biscuits']",6174801,en:fr,['en:france'],450.0,1925.0,13.0,0.7,"Amidon de maïs (contient sulfites), sucre, fécule de manioc (contient sulfites), beurre pâtissier 12,7%, fécule de pomme de terre , farine de maïs, farine de riz, poudre de laitécrémé, blancs d'œufs en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel, jaunes d'œufs en poudre, arôme naturel",,4.0,e,20.0,,,,3.8,130 g 12,0.83,8.6,,0.332,19.0,,,,,,,,,,,,,,
snacks,,,,67.0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits', 'en:drop-cookies', 'en:chocolate-chip-cookies']",8411414014385,"Spain, en:morocco","['en:morocco', 'en:spain']",433.0,1807.0,19.0,5.0,,,,c,8.0,,,Galletas chocolate chips,6.7,,0.7,5.1,,0.28,2.5,,,,,,,,,,,,,,
snacks,,Sly,['sly'],57.9,en:stuffed-wafers,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:wafers', 'en:stuffed-wafers']",5941768000077,en:Romania,['en:romania'],447.2,,26.2,3.8,,,,d,12.0,,,Cocoa cream wafer,5.3,20g,0.29,13.7,,0.116,0.0,,,,,,,,,,,,,,
snacks,,Crownfield,['crownfield'],46.4,"Gustări, Gustări dulci, Biscuiți și prăjituri, Biscuiți, Batoane de susan, Batoane-de-cereale, Batoane-de-susan, Susan","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'ro:batoane-de-susan', 'ro:batoane-de-cereale', 'ro:batoane-de-susan', 'ro:susan']",4056489445333,"Румъния,България","['en:bulgaria', 'en:romania']",499.0,,28.7,0.0,"49% _seminte de susan_, sirop de glucoză, zahăr",,4.0,d,17.0,,,Sesame seed biscuts,10.9,3 x 27 g,0.05,4.5,,0.02,31.5,,,,,,,,,,,,,,
snacks,,"Côte d'Or,Lu","['cote-d-or', 'lu']",50.0,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Pâtisseries, Gaufres, Gaufre chocolatée, Gaufres liégeoises","['en:snacks', 'en:sweet-snacks', 'en:frozen-foods', 'en:biscuits-and-cakes', 'en:pastries', 'en:waffles', 'en:chocolate-coated-waffles', 'fr:gaufres-liegeoises']",7622201800420,France,['en:france'],462.0,,26.0,3.4,"Farine de blé 33 %, sucre perlé, margarine [huiles végétales (colza, palme), eau, sel, émulsifiants (E471, lécithines), arôme, correcteur d'acidité (acide citrique)], chocolat noir 13% [pâte de cacao, sucre, beurre de cacao, cacao maigre en poudre, beurre concentré, émulsifiant (lécithines de soja)], œufs 6,5 %, beurre concentré, levure, lait entier, sirop de sucre inverti, stabilisant (sorbitols), farine de soja, sel, arômes, lait écrémé en poudre.",,4.0,e,20.0,,[],La Gaufre chocolat noir 70pc cacao,6.2,270 g,0.82,11.0,,0.328,25.0,,,,,,,,,,,,,,
snacks,,"Vico,Intersnack","['vico', 'intersnack']",62.0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Tuiles salées","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:salty-snacks-made-from-potato']",3336972109081,Frankrijk,['en:france'],517.0,,27.0,4.3,"Pommes de terre déshydratées (UE) 41%, amidon de pommes de terre, huile de tournesol et de colza, amidon modifié de pommes de terre, sucre, sel, épices, arôme naturel, crème en poudre (LAIT), émulsifiants : mono - et diglycérides d'acides gras (origine végétale).",,4.0,c,10.0,"Frankrijk,Europese Unie","['en:france', 'en:european-union']",Monster Munch crazy,4.0,150g,1.3,3.2,,0.52,3.9,,,,,,,,,,,,,,
snacks,,CARREFOUR BIO,['carrefour-bio'],64.0,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits, Biscuits feuilletés, Palmiers","['en:snacks', 'en:sweet-snacks', 'en:frozen-foods', 'en:biscuits-and-cakes', 'en:biscuits', 'en:flaky-biscuits', 'en:palmiers']",3560071437732,France,['en:france'],518.0,2171.0,25.0,2.2,"Farine de blé* 62,8%, beurre* 29,6%, sucre mi-blanc de canne*, sel de mer, poudre à lever: carbonates de sodium, levure désactivée. *bio. Peut contenir des traces d'œufs et de fruits à coque.",,3.0,e,21.0,,[],Palmiers Carrefour,7.5,100 g,0.86,17.0,,0.344,20.0,,,,,,,,,,,,,,
snacks,,Carrefour,['carrefour'],62.0,"Biscuits à l'épeautre,Biscuits","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'fr:biscuits-a-l-epeautre']",3560071445294,France,['en:france'],489.0,,22.0,4.5,"Farine de blé 38%, sucre de canne, farine complète de blé d'épeautre 18,2%, margarine (huile de tournesol, beurre de cacao, eau, émulsifiant : lécithines (tournesol), jus de citron), graines de sésame complet 12,1%, amidon de blé, lait écrémé en poudre, poudres à lever : carbonates de sodium et carbonates d'ammonium, extrait de vanille, sel de Guérande.",,4.0,d,12.0,,[],Biscuits épeautre et sesame,9.4,170 g,0.46,4.3,,0.184,22.0,,,,,,,,,,,,,,
snacks,,"Cadbury,Mondelez,Fingers","['cadbury', 'mondelez', 'fingers']",65.0,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat au lait, Biscuits nappés au chocolat, Biscuits bâtonnets au chocolat","['en:snacks', 'en:sweet-snacks', 'en:frozen-foods', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits', 'en:milk-chocolate-biscuits', 'en:biscuit-with-chocolate-covering', 'en:stick-biscuits-covered-with-chocolate']",7622201678074,Frankrijk,['en:france'],521.0,2181.0,25.0,1.4,"Farine de _blé_, sucre, huile de palme, beurre de cacao, pâte de cacao, _lait_ écrémé en poudre, perméat de lactosérum (de _lait_), _beurre_ concentré, sirop de sucre inverti, sel, émulsifiants (E442, E476, lécithines de _soja_), poudres à lever (carbonates d’ammonium, carbonates de sodium), arôme.",,4.0,e,25.0,,[],L'Original fingers,7.3,138 g,0.49,13.0,21g,0.196,40.0,,,,,,,,,,,,,,
